vin_1_10,county,city,state,zip_code,model_year,make,model,ev_type,cafv_type,electric_range,legislative_district,dol_vehicle_id,geocoded_column,electric_utility,_2020_census_tract
7PD2EAAB9V,King,Kirkland,WA,98033,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,295334000,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
3GYK3DM48V,Kitsap,Bainbridge Island,WA,98110,2027,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,295797246,"{'type': 'Point', 'coordinates': [-122.521, 47.62759]}",PUGET SOUND ENERGY INC,53035090800
1G1FY6EV6V,Jefferson,Port Townsend,WA,98368,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,292329236,"{'type': 'Point', 'coordinates': [-122.77263, 48.1212]}",BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603
1G1FY6EV8V,Thurston,Olympia,WA,98501,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,292584792,"{'type': 'Point', 'coordinates': [-122.89165, 47.03954]}",PUGET SOUND ENERGY INC,53067010100
1G1FZ6EVXV,Kitsap,Bainbridge Island,WA,98110,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,289824286,"{'type': 'Point', 'coordinates': [-122.521, 47.62759]}",PUGET SOUND ENERGY INC,53035090700
1G1FY6EV1V,King,Seattle,WA,98133,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,293842958,"{'type': 'Point', 'coordinates': [-122.33364, 47.73709]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602
1G1FZ6EV6V,Clallam,Sequim,WA,98382,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,293483669,"{'type': 'Point', 'coordinates': [-123.10367, 48.07965]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009001901
1G1FY6EV3V,Clark,Vancouver,WA,98662,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17,292288475,"{'type': 'Point', 'coordinates': [-122.59185, 45.66171]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703
1G1FY6EV0V,King,Kent,WA,98031,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,293929527,"{'type': 'Point', 'coordinates': [-122.20125, 47.39318]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407
1G1FY6EV6V,Kitsap,Bainbridge Island,WA,98110,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,291883210,"{'type': 'Point', 'coordinates': [-122.521, 47.62759]}",PUGET SOUND ENERGY INC,53035090700
1G1FY6EV0V,Thurston,Olympia,WA,98502,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,293853654,"{'type': 'Point', 'coordinates': [-122.92018, 47.04575]}",PUGET SOUND ENERGY INC,53067010510
7PD2EAAB6V,Kitsap,Bainbridge Island,WA,98110,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,293995831,"{'type': 'Point', 'coordinates': [-122.521, 47.62759]}",PUGET SOUND ENERGY INC,53035090800
1G1FZ6EV8V,King,Seattle,WA,98125,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,292830814,"{'type': 'Point', 'coordinates': [-122.29639, 47.71558]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
WA154BGF4V,King,Seattle,WA,98107,2027,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,294071221,"{'type': 'Point', 'coordinates': [-122.37889, 47.66905]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400
1G1FY6EV3V,King,Seattle,WA,98125,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,293421194,"{'type': 'Point', 'coordinates': [-122.29639, 47.71558]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
7PD2EAAB4V,King,Seattle,WA,98103,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,293981047,"{'type': 'Point', 'coordinates': [-122.34301, 47.65918]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600
WA154BGF8V,King,Seattle,WA,98177,2027,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,292814553,"{'type': 'Point', 'coordinates': [-122.37238, 47.74068]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
1G1FY6EV5V,Clark,Vancouver,WA,98682,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17,293154438,"{'type': 'Point', 'coordinates': [-122.51465, 45.67862]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041333
1G1FY6EV5V,King,Redmond,WA,98052,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,293532480,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
1G1FY6EV1V,Kitsap,Olalla,WA,98359,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,294713485,"{'type': 'Point', 'coordinates': [-122.54729, 47.42602]}",PUGET SOUND ENERGY INC,53035092802
WBY33HG03V,King,Bellevue,WA,98004,2027,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,294604215,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
1G1FZ6EV7V,Cowlitz,Woodland,WA,98674,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,20,291650558,"{'type': 'Point', 'coordinates': [-122.74017, 45.9094]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001501
7PD2EAAB4V,King,Seattle,WA,98125,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,293630249,"{'type': 'Point', 'coordinates': [-122.29639, 47.71558]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000
1G1FY6EV1V,King,Seattle,WA,98115,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,292502017,"{'type': 'Point', 'coordinates': [-122.3185, 47.67949]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
1G1FY6EV6V,King,Seattle,WA,98122,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,293009251,"{'type': 'Point', 'coordinates': [-122.30875, 47.60921]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
1G1FZ6EV9V,Pierce,Lakewood,WA,98498,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,28,292046044,"{'type': 'Point', 'coordinates': [-122.54764, 47.17669]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072108
7PD2EAAB5V,Clark,Vancouver,WA,98685,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,294570636,"{'type': 'Point', 'coordinates': [-122.70334, 45.70429]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907
1G1FY6EV4V,King,Seattle,WA,98101,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,293669631,"{'type': 'Point', 'coordinates': [-122.33535, 47.61079]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008300
WMZ13HP02V,King,Bellevue,WA,98004,2027,MINI,COUNTRYMAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,294020814,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801
WAU3EAGH0V,Douglas,East Wenatchee,WA,98802,2027,AUDI,S6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,12,292890979,"{'type': 'Point', 'coordinates': [-120.29473, 47.41515]}",PUD NO 1 OF DOUGLAS COUNTY,53017950600
WA125BGF7V,King,Seattle,WA,98102,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,293793251,"{'type': 'Point', 'coordinates': [-122.32226, 47.64058]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100
7PD2EAAB5V,King,Bellevue,WA,98004,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,295834486,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
7PD2EAAB7V,King,Seattle,WA,98103,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,295278644,"{'type': 'Point', 'coordinates': [-122.34301, 47.65918]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002800
1G1FY6EV2V,Thurston,Olympia,WA,98506,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,293633161,"{'type': 'Point', 'coordinates': [-122.88748, 47.05196]}",PUGET SOUND ENERGY INC,53067010200
WBY33HG0XV,King,Seattle,WA,98104,2027,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,293631726,"{'type': 'Point', 'coordinates': [-122.32945, 47.60357]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102
WAU5DAGH0V,King,Kirkland,WA,98033,2027,AUDI,A6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,291005991,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
1G1FY6EV8V,Thurston,Yelm,WA,98597,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,2,292298870,"{'type': 'Point', 'coordinates': [-122.60735, 46.94239]}",PUGET SOUND ENERGY INC,53067012412
1G1FY6EV1V,King,Seattle,WA,98125,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,293776521,"{'type': 'Point', 'coordinates': [-122.29639, 47.71558]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
1G1FY6EV6V,Jefferson,Port Townsend,WA,98368,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,292410436,"{'type': 'Point', 'coordinates': [-122.77263, 48.1212]}",BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603
1G1FZ6EV8V,Kitsap,Poulsbo,WA,98370,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,291655122,"{'type': 'Point', 'coordinates': [-122.64681, 47.73689]}",PUGET SOUND ENERGY INC,53035091100
1G1FY6EV3V,King,Redmond,WA,98052,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,291668905,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
1G1FY6EV2V,Kitsap,Silverdale,WA,98383,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,294466721,"{'type': 'Point', 'coordinates': [-122.69275, 47.65171]}",PUGET SOUND ENERGY INC,53035091205
7PD2EAAB5V,Snohomish,Monroe,WA,98272,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,294945766,"{'type': 'Point', 'coordinates': [-121.98087, 47.8526]}",PUGET SOUND ENERGY INC,53061052203
1GYC3NML8V,King,Bellevue,WA,98005,2027,CADILLAC,VISTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,295563698,"{'type': 'Point', 'coordinates': [-122.15821, 47.62184]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
1G1FZ6EV6V,King,Kirkland,WA,98033,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,291384103,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
WA1C5BGF8V,King,Sammamish,WA,98074,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,294813746,"{'type': 'Point', 'coordinates': [-122.03133, 47.62858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
WA125BGF0V,King,Shoreline,WA,98177,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,293757831,"{'type': 'Point', 'coordinates': [-122.37238, 47.74068]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800
1G1FY6EV3V,Clark,Camas,WA,98607,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,294872924,"{'type': 'Point', 'coordinates': [-122.40177, 45.58705]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325
1G1FZ6EV7V,King,Seattle,WA,98177,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,291181656,"{'type': 'Point', 'coordinates': [-122.37238, 47.74068]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
7PD2EAAB5V,King,Issaquah,WA,98029,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5,293798557,"{'type': 'Point', 'coordinates': [-122.01656, 47.57118]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
1G1FY6EV3V,Clark,Vancouver,WA,98683,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17,294280381,"{'type': 'Point', 'coordinates': [-122.49212, 45.60365]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041322
1G1FZ6EV8V,Jefferson,Port Hadlock,WA,98339,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,295531862,"{'type': 'Point', 'coordinates': [-122.75878, 48.03591]}",BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950400
WA154BGF3V,King,Bellevue,WA,98006,2027,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,291889944,"{'type': 'Point', 'coordinates': [-122.12096, 47.55584]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704
1G1FZ6EV9V,King,Seattle,WA,98144,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,290999649,"{'type': 'Point', 'coordinates': [-122.30823, 47.58197]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
1G1FY6EV6V,King,Seattle,WA,98133,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,293526537,"{'type': 'Point', 'coordinates': [-122.33364, 47.73709]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602
1G1FZ6EV8V,Kitsap,Olalla,WA,98359,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,295466580,"{'type': 'Point', 'coordinates': [-122.54729, 47.42602]}",PUGET SOUND ENERGY INC,53035092803
1G1FY6EV2V,King,Bothell,WA,98011,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,290258545,"{'type': 'Point', 'coordinates': [-122.20563, 47.76144]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
1G1FY6EV2V,Thurston,Olympia,WA,98502,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,292803185,"{'type': 'Point', 'coordinates': [-122.92018, 47.04575]}",PUGET SOUND ENERGY INC,53067012001
1G1FZ6EV8V,King,Kent,WA,98030,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,291049895,"{'type': 'Point', 'coordinates': [-122.19976, 47.37483]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029508
1G1FZ6EV5V,King,Seattle,WA,98144,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,296838342,"{'type': 'Point', 'coordinates': [-122.30823, 47.58197]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
1GYC3NML1V,King,Bellevue,WA,98005,2027,CADILLAC,VISTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,293986017,"{'type': 'Point', 'coordinates': [-122.15821, 47.62184]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
1G1FY6EV2V,King,Covington,WA,98042,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,294578546,"{'type': 'Point', 'coordinates': [-122.10798, 47.37124]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032005
1G1FZ6EV1V,King,Covington,WA,98042,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,292709651,"{'type': 'Point', 'coordinates': [-122.10798, 47.37124]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032006
1G1FY6EV4V,King,Kirkland,WA,98034,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,292776221,"{'type': 'Point', 'coordinates': [-122.20928, 47.71124]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
1G1FY6EV1V,King,Shoreline,WA,98177,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,292051000,"{'type': 'Point', 'coordinates': [-122.37238, 47.74068]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200
1G1FY6EV9V,Snohomish,Lynnwood,WA,98087,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,293825724,"{'type': 'Point', 'coordinates': [-122.2552, 47.86508]}",PUGET SOUND ENERGY INC,53061042004
WMZ13HP0XV,King,Seattle,WA,98125,2027,MINI,COUNTRYMAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,295481994,"{'type': 'Point', 'coordinates': [-122.29639, 47.71558]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202
1G1FZ6EV8V,King,Seattle,WA,98115,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,292690107,"{'type': 'Point', 'coordinates': [-122.3185, 47.67949]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
1G1FZ6EV0V,King,Lake Forest Park,WA,98155,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,290122899,"{'type': 'Point', 'coordinates': [-122.30304, 47.75494]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
1G1FZ6EV2V,King,Seattle,WA,98116,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,293897922,"{'type': 'Point', 'coordinates': [-122.38784, 47.56475]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009802
1G1FZ6EV0V,King,Kirkland,WA,98034,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,294555208,"{'type': 'Point', 'coordinates': [-122.20928, 47.71124]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022205
1G1FY6EV8V,King,Seattle,WA,98115,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,292610342,"{'type': 'Point', 'coordinates': [-122.3185, 47.67949]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500
1G1FY6EVXV,King,Redmond,WA,98052,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,294690924,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802
3GYK3EM4XV,King,Renton,WA,98057,2027,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,294998364,"{'type': 'Point', 'coordinates': [-122.20489, 47.47532]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
1GYKPTRL5V,King,Bellevue,WA,98008,2027,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,296864718,"{'type': 'Point', 'coordinates': [-122.11832, 47.6245]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
1G1FY6EV2V,King,Renton,WA,98058,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,293318028,"{'type': 'Point', 'coordinates': [-122.12989, 47.44513]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031910
3GYK3DM49V,King,Renton,WA,98057,2027,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,295357660,"{'type': 'Point', 'coordinates': [-122.20489, 47.47532]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
1G1FY6EV2V,King,Shoreline,WA,98133,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,292928233,"{'type': 'Point', 'coordinates': [-122.33364, 47.73709]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020301
1G1FY6EVXV,Clark,Vancouver,WA,98683,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,291373918,"{'type': 'Point', 'coordinates': [-122.49212, 45.60365]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325
1G1FY6EV4V,King,Seattle,WA,98112,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,291778553,"{'type': 'Point', 'coordinates': [-122.30207, 47.64085]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
1G1FY6EV6V,Thurston,Olympia,WA,98506,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,291017226,"{'type': 'Point', 'coordinates': [-122.88748, 47.05196]}",PUGET SOUND ENERGY INC,53067010200
1G1FZ6EV4V,Jefferson,Port Townsend,WA,98368,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,292339582,"{'type': 'Point', 'coordinates': [-122.77263, 48.1212]}",BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950502
1G1FY6EV0V,King,Renton,WA,98055,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,293782786,"{'type': 'Point', 'coordinates': [-122.19488, 47.44034]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805
3GYK3GM4XV,King,Renton,WA,98057,2027,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,295304348,"{'type': 'Point', 'coordinates': [-122.20489, 47.47532]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
3GYK3GM4XV,King,Renton,WA,98057,2027,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,295070044,"{'type': 'Point', 'coordinates': [-122.20489, 47.47532]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
1G1FY6EVXV,King,Redmond,WA,98052,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,292444827,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331
1G1FY6EV4V,Clark,Amboy,WA,98601,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,20,293980011,"{'type': 'Point', 'coordinates': [-122.42148, 45.91958]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040101
1G1FY6EV8V,King,Des Moines,WA,98198,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,33,294573919,"{'type': 'Point', 'coordinates': [-122.30615, 47.38542]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028700
1G1FY6EV1V,Clark,Battle Ground,WA,98604,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,293232264,"{'type': 'Point', 'coordinates': [-122.5331, 45.78092]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505
1G1FZ6EVXV,King,Tukwila,WA,98168,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,294242945,"{'type': 'Point', 'coordinates': [-122.29411, 47.48924]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200
1GYC3KML2V,King,Bothell,WA,98011,2027,CADILLAC,VISTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,295226298,"{'type': 'Point', 'coordinates': [-122.20563, 47.76144]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701
