vin_1_10,county,city,state,zip_code,model_year,make,model,ev_type,cafv_type,electric_range,legislative_district,dol_vehicle_id,geocoded_column,electric_utility,_2020_census_tract
1G1FY6EV2V,King,Seattle,WA,98115,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,293267474,"{'type': 'Point', 'coordinates': [-122.3185, 47.67949]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003900
1G1FY6EV1V,Whatcom,Bellingham,WA,98225,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,42,291515619,"{'type': 'Point', 'coordinates': [-122.47091, 48.75256]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000402
7PD2EAAB0V,Kitsap,Port Orchard,WA,98367,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,294916100,"{'type': 'Point', 'coordinates': [-122.68516, 47.50645]}",PUGET SOUND ENERGY INC,53035092704
1G1FZ6EVXV,Snohomish,Lynnwood,WA,98037,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,292775745,"{'type': 'Point', 'coordinates': [-122.2886, 47.84431]}",PUGET SOUND ENERGY INC,53061051602
1G1FY6EV9V,King,Seattle,WA,98126,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,293901170,"{'type': 'Point', 'coordinates': [-122.3741, 47.54468]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010701
1G1FZ6EV9V,Pierce,Puyallup,WA,98372,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,25,292652692,"{'type': 'Point', 'coordinates': [-122.25646, 47.21259]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073406
WA135BGF7V,King,Seattle,WA,98115,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,293952746,"{'type': 'Point', 'coordinates': [-122.3185, 47.67949]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003900
WBY33HG05V,King,Redmond,WA,98052,2027,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,294364157,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802
1G1FY6EV5V,King,Redmond,WA,98053,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,296591326,"{'type': 'Point', 'coordinates': [-122.04072, 47.68875]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332
7PD2EAAB4V,King,Kenmore,WA,98028,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,294978344,"{'type': 'Point', 'coordinates': [-122.24369, 47.75892]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
1G1FY6EV6V,King,Seattle,WA,98115,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,292548994,"{'type': 'Point', 'coordinates': [-122.3185, 47.67949]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002400
1G1FY6EV8V,Pierce,Parkland,WA,98446,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,29,293884538,"{'type': 'Point', 'coordinates': [-122.37748, 47.09665]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053071306
WA125BGF6V,King,Bellevue,WA,98006,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,292610139,"{'type': 'Point', 'coordinates': [-122.12096, 47.55584]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
WA154BGF7V,King,Clyde Hill,WA,98004,2027,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,295888778,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
WA164BGF9V,King,Seattle,WA,98107,2027,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,293624663,"{'type': 'Point', 'coordinates': [-122.37889, 47.66905]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003201
1G1FZ6EVXV,Pierce,University Place,WA,98466,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,28,293653041,"{'type': 'Point', 'coordinates': [-122.53781, 47.23075]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072307
7PD2EAAB3V,Thurston,Olympia,WA,98506,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,296817510,"{'type': 'Point', 'coordinates': [-122.88748, 47.05196]}",PUGET SOUND ENERGY INC,53067010200
1G1FY6EV2V,King,Vashon,WA,98070,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,292778965,"{'type': 'Point', 'coordinates': [-122.4573, 47.44929]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701
WA164BGF2V,King,Seattle,WA,98107,2027,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,291165647,"{'type': 'Point', 'coordinates': [-122.37889, 47.66905]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004701
1G1FY6EV2V,King,Seattle,WA,98117,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,293116351,"{'type': 'Point', 'coordinates': [-122.37275, 47.68968]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100
1G1FY6EVXV,Thurston,Olympia,WA,98512,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,291491203,"{'type': 'Point', 'coordinates': [-123.04078, 46.94792]}",PUGET SOUND ENERGY INC,53067011810
1G1FY6EV5V,Adams,Ritzville,WA,99169,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,9,293348821,"{'type': 'Point', 'coordinates': [-118.37977, 47.1274]}","BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC",53001950100
1G1FZ6EV4V,Chelan,Chelan,WA,98816,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,12,292416862,"{'type': 'Point', 'coordinates': [-120.01454, 47.83985]}",PUD NO 1 OF CHELAN COUNTY,53007960301
7PD2EAAB7V,Snohomish,Mill Creek,WA,98012,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,295497478,"{'type': 'Point', 'coordinates': [-122.20105, 47.84423]}",PUGET SOUND ENERGY INC,53061052006
1G1FZ6EV0V,Grays Harbor,Copalis Beach,WA,98535,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,291794338,"{'type': 'Point', 'coordinates': [-124.16705, 47.11487]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000202
7PD2EAAB0V,King,Bellevue,WA,98004,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,294091045,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
1G1FZ6EVXV,Pend Oreille,Newport,WA,99156,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,7,291904756,"{'type': 'Point', 'coordinates': [-117.04398, 48.18285]}",PUD NO 1 OF PEND OREILLE COUNTY,53051970200
1G1FY6EVXV,King,Seattle,WA,98105,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,291064091,"{'type': 'Point', 'coordinates': [-122.31911, 47.66132]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202
7PD2EAAB9V,King,Bellevue,WA,98004,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,292853753,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
1G1FY6EV4V,Mason,Belfair,WA,98528,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,290085393,"{'type': 'Point', 'coordinates': [-122.82762, 47.45056]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960301
1G1FZ6EV5V,Pierce,Lakewood,WA,98498,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,28,292462964,"{'type': 'Point', 'coordinates': [-122.54764, 47.17669]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072107
1G1FY6EV9V,Benton,Richland,WA,99352,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,8,292745687,"{'type': 'Point', 'coordinates': [-119.27372, 46.27391]}",BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010819
1G1FY6EV7V,Thurston,Lacey,WA,98516,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,295333972,"{'type': 'Point', 'coordinates': [-122.78598, 47.08476]}",PUGET SOUND ENERGY INC,53067012225
7PD2EAABXV,King,Kirkland,WA,98033,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,295478634,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
1G1FY6EV3V,Whatcom,Lynden,WA,98264,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,42,290360577,"{'type': 'Point', 'coordinates': [-122.45051, 48.94298]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010301
1G1FZ6EV0V,Benton,Richland,WA,99352,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,8,293953481,"{'type': 'Point', 'coordinates': [-119.27372, 46.27391]}",BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010811
1G1FY6EV4V,Snohomish,Stanwood,WA,98292,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,291321313,"{'type': 'Point', 'coordinates': [-122.37265, 48.24159]}",PUGET SOUND ENERGY INC,53061053202
1G1FY6EV8V,Snohomish,Everett,WA,98208,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,291136919,"{'type': 'Point', 'coordinates': [-122.22478, 47.91564]}",PUGET SOUND ENERGY INC,53061052120
1G1FY6EV4V,King,Renton,WA,98056,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,293328514,"{'type': 'Point', 'coordinates': [-122.18839, 47.51197]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025500
3GYK3BM47V,King,Seattle,WA,98136,2027,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,295279960,"{'type': 'Point', 'coordinates': [-122.38958, 47.5407]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010502
1G1FY6EVXV,Okanogan,Winthrop,WA,98862,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,12,290900627,"{'type': 'Point', 'coordinates': [-120.17739, 48.47396]}","OKANOGAN COUNTY ELEC COOP, INC",53047970900
1G1FY6EV3V,Chelan,Cashmere,WA,98815,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,12,293075275,"{'type': 'Point', 'coordinates': [-120.47005, 47.5224]}",PUD NO 1 OF CHELAN COUNTY,53007960501
WA135BGF5V,King,Seattle,WA,98107,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,292916109,"{'type': 'Point', 'coordinates': [-122.37889, 47.66905]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703
1G1FY6EV4V,King,Kenmore,WA,98028,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,292318267,"{'type': 'Point', 'coordinates': [-122.24369, 47.75892]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600
WA1B5BGF2V,Snohomish,Mill Creek,WA,98012,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,292256107,"{'type': 'Point', 'coordinates': [-122.20105, 47.84423]}",PUGET SOUND ENERGY INC,53061052005
1G1FY6EV4V,Pierce,Puyallup,WA,98372,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,25,291927212,"{'type': 'Point', 'coordinates': [-122.25646, 47.21259]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073405
1G1FY6EV2V,King,Woodinville,WA,98072,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,294974788,"{'type': 'Point', 'coordinates': [-122.15545, 47.75448]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1G1FY6EV0V,Snohomish,Everett,WA,98208,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,291234023,"{'type': 'Point', 'coordinates': [-122.22478, 47.91564]}",PUGET SOUND ENERGY INC,53061041814
WA135BGF4V,King,Seattle,WA,98117,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,294600421,"{'type': 'Point', 'coordinates': [-122.37275, 47.68968]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
WA154BGF2V,Whatcom,Blaine,WA,98230,2027,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,42,295794628,"{'type': 'Point', 'coordinates': [-122.74823, 48.99405]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010405
7PD2EAAB1V,Kitsap,Indianola,WA,98342,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,297109074,"{'type': 'Point', 'coordinates': [-122.51843, 47.7487]}",PUGET SOUND ENERGY INC,53035940000
WA125BGF8V,Snohomish,Mill Creek,WA,98012,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,293782443,"{'type': 'Point', 'coordinates': [-122.20105, 47.84423]}",PUGET SOUND ENERGY INC,53061052004
WA125BGF6V,King,Seattle,WA,98108,2027,AUDI,SQ6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,293926335,"{'type': 'Point', 'coordinates': [-122.31449, 47.53917]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900
1G1FY6EV5V,Clark,Battle Ground,WA,98604,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17,292263282,"{'type': 'Point', 'coordinates': [-122.5331, 45.78092]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040408
1G1FY6EV1V,Kitsap,Port Orchard,WA,98366,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,292877917,"{'type': 'Point', 'coordinates': [-122.63848, 47.5414]}",PUGET SOUND ENERGY INC,53035092701
1G1FZ6EV5V,King,Woodinville,WA,98072,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,292028719,"{'type': 'Point', 'coordinates': [-122.15545, 47.75448]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311
1G1FY6EV0V,King,Bothell,WA,98011,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,294766720,"{'type': 'Point', 'coordinates': [-122.20563, 47.76144]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803
1G1FY6EVXV,Skagit,Mount Vernon,WA,98273,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,291113735,"{'type': 'Point', 'coordinates': [-122.33891, 48.41644]}",PUGET SOUND ENERGY INC,53057952700
1G1FZ6EV9V,Island,Coupeville,WA,98239,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,292109632,"{'type': 'Point', 'coordinates': [-122.68558, 48.21857]}",PUGET SOUND ENERGY INC,53029971100
1G1FZ6EV4V,Whatcom,Bellingham,WA,98226,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,42,290732522,"{'type': 'Point', 'coordinates': [-122.49756, 48.7999]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010701
1G1FZ6EV2V,Pierce,Puyallup,WA,98373,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,25,288494223,"{'type': 'Point', 'coordinates': [-122.2988, 47.13795]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071310
1G1FY6EV4V,Douglas,East Wenatchee,WA,98802,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,12,293368701,"{'type': 'Point', 'coordinates': [-120.29473, 47.41515]}",PUD NO 1 OF DOUGLAS COUNTY,53017950300
1G1FY6EV7V,Benton,West Richland,WA,99353,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,8,292100133,"{'type': 'Point', 'coordinates': [-119.33836, 46.29696]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010707
1G1FY6EV4V,King,Woodinville,WA,98072,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,291839320,"{'type': 'Point', 'coordinates': [-122.15545, 47.75448]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311
7PD2EAAB6V,Pierce,Gig Harbor,WA,98332,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,295455030,"{'type': 'Point', 'coordinates': [-122.58965, 47.34235]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509
1G1FZ6EV1V,Island,Langley,WA,98260,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,293243765,"{'type': 'Point', 'coordinates': [-122.40618, 48.0399]}",PUGET SOUND ENERGY INC,53029971900
1G1FZ6EV3V,Spokane,Spokane Valley,WA,99206,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,4,292092916,"{'type': 'Point', 'coordinates': [-117.24781, 47.63516]}",BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063011900
1G1FY6EV7V,King,Seattle,WA,98102,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,291623727,"{'type': 'Point', 'coordinates': [-122.32226, 47.64058]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600
1G1FY6EV9V,Grays Harbor,Ocean Shores,WA,98569,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,292495738,"{'type': 'Point', 'coordinates': [-124.16408, 47.01156]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000201
1G1FY6EV6V,Island,Camano Island,WA,98282,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,294341057,"{'type': 'Point', 'coordinates': [-122.40049, 48.23986]}",BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971700
1G1FZ6EV8V,King,Yarrow Point,WA,98004,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,295273520,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
1G1FZ6EV5V,King,Seattle,WA,98103,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,289953786,"{'type': 'Point', 'coordinates': [-122.34301, 47.65918]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001701
1G1FZ6EV0V,Snohomish,Mill Creek,WA,98012,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,291890924,"{'type': 'Point', 'coordinates': [-122.20105, 47.84423]}",PUGET SOUND ENERGY INC,53061052004
WBS83GV0XV,King,Redmond,WA,98052,2027,BMW,M5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,48,295746160,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
1G1FZ6EV8V,Whatcom,Bellingham,WA,98226,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,42,292358748,"{'type': 'Point', 'coordinates': [-122.49756, 48.7999]}",PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000201
1G1FZ6EV3V,King,Seattle,WA,98116,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,289518330,"{'type': 'Point', 'coordinates': [-122.38784, 47.56475]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701
7PD2EAAB1V,Pierce,Gig Harbor,WA,98332,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,294781154,"{'type': 'Point', 'coordinates': [-122.58965, 47.34235]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072504
1G1FY6EV9V,Grays Harbor,Montesano,WA,98563,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,293082597,"{'type': 'Point', 'coordinates': [-123.60076, 46.98384]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000401
1G1FY6EV9V,Snohomish,Sultan,WA,98294,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,291253707,"{'type': 'Point', 'coordinates': [-121.81688, 47.8623]}",BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053803
1G1FY6EV8V,Walla Walla,Walla Walla,WA,99362,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,16,291087611,"{'type': 'Point', 'coordinates': [-118.34261, 46.07068]}",PACIFICORP,53071920702
1G1FY6EVXV,Spokane,Colbert,WA,99005,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,7,293812403,"{'type': 'Point', 'coordinates': [-117.35414, 47.83743]}",BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063010305
7PD2EAAB8V,King,Kent,WA,98031,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,33,293490298,"{'type': 'Point', 'coordinates': [-122.20125, 47.39318]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029208
1G1FZ6EV2V,Pierce,Gig Harbor,WA,98335,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,290716128,"{'type': 'Point', 'coordinates': [-122.58009, 47.328]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405
7PD2EAABXV,Snohomish,Snohomish,WA,98296,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,294933264,"{'type': 'Point', 'coordinates': [-122.15134, 47.88512]}",PUGET SOUND ENERGY INC,53061052122
1G1FY6EV5V,Spokane,Spokane,WA,99207,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,3,293830960,"{'type': 'Point', 'coordinates': [-117.39787, 47.67936]}",MODERN ELECTRIC WATER COMPANY,53063001600
WBS83GV06V,San Juan,Friday Harbor,WA,98250,2027,BMW,M5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40,292853081,"{'type': 'Point', 'coordinates': [-123.01648, 48.53448]}",BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960302
1G1FY6EV8V,Pierce,Spanaway,WA,98387,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,2,293933965,"{'type': 'Point', 'coordinates': [-122.41046, 47.06512]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073133
1G1FY6EV2V,Benton,Kennewick,WA,99336,2027,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,8,290821905,"{'type': 'Point', 'coordinates': [-119.11698, 46.20837]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010902
7PD2EAAB8V,Pierce,Tacoma,WA,98406,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,28,294881639,"{'type': 'Point', 'coordinates': [-122.491, 47.26178]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060907
7PD2EAAB9V,Pierce,Fircrest,WA,98466,2027,RIVIAN,R2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,28,294527369,"{'type': 'Point', 'coordinates': [-122.53781, 47.23075]}",BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072305
